recency,frequency,monetary,R_score,F_score,M_score,RFM,Segment
218,1,185.39999999999998,1,1,1,111,Lost
60,7,747.44,3,5,3,353,Others
2,1,161.03,5,1,1,511,Recent
17,2,466.7,4,3,2,432,Others
239,1,328.15999999999997,1,1,2,112,Others
95,1,151.74,2,1,1,211,Others
11,6,2073.43,5,5,5,555,Champions
106,6,1905.8400000000001,2,5,4,254,Others
53,9,2241.1,3,5,5,355,Big Spenders
90,1,1070.48,2,1,4,214,Others
31,5,1004.38,4,4,4,444,Others
12,6,1789.72,5,5,4,554,Loyal
3,4,1839.3,5,4,4,544,Recent
2,17,2004.98,5,5,4,554,Loyal
43,1,169.48000000000002,3,1,1,311,Others
4,1,89.94,5,1,1,511,Recent
247,2,632.4,1,3,3,133,Others
42,9,3432.8,3,5,5,355,Big Spenders
177,1,683.17,2,1,3,213,Others
92,3,991.13,2,3,4,234,Others
110,4,1050.12,2,4,4,244,Others
29,5,2232.19,4,4,5,445,Others
26,10,3350.96,4,5,5,455,Big Spenders
52,3,1547.2,3,3,4,334,Others
184,3,925.71,1,3,3,133,Others
43,5,2048.07,3,4,4,344,Others
49,4,1462.72,3,4,4,344,Others
22,4,775.46,4,4,3,443,Others
75,5,3144.86,2,4,5,245,Others
81,2,490.86,2,3,3,233,Others
373,1,161.0,1,1,1,111,Lost
326,1,146.85,1,1,1,111,Lost
43,11,2380.85,3,5,5,355,Big Spenders
30,2,890.34,4,3,3,433,Others
184,1,213.70000000000002,1,1,1,111,Lost
235,2,280.55,1,3,2,132,Others
9,10,2588.77,5,5,5,555,Champions
220,2,1693.45,1,3,4,134,Others
111,3,1474.06,2,3,4,234,Others
278,1,136.76999999999998,1,1,1,111,Lost
318,1,302.58,1,1,2,112,Others
7,3,1904.05,5,3,4,534,Recent
2,5,2879.7000000000003,5,4,5,545,Recent
260,2,969.0600000000001,1,3,4,134,Others
64,5,3099.7200000000003,3,4,5,345,Others
9,9,12669.98,5,5,5,555,Champions
142,1,120.0,2,1,1,211,Others
51,2,1163.45,3,3,4,334,Others
8,8,2618.23,5,5,5,555,Champions
155,2,333.97,2,3,2,232,Others
109,2,530.18,2,3,3,233,Others
163,3,1516.24,2,3,4,234,Others
332,1,492.65000000000003,1,1,3,113,Others
226,1,112.32,1,1,1,111,Lost
74,2,437.96,2,3,2,232,Others
51,4,559.97,3,4,3,343,Others
99,3,1119.74,2,3,4,234,Others
15,3,4216.2,4,3,5,435,Others
197,1,134.04,1,1,1,111,Lost
3,15,3729.34,5,5,5,555,Champions
31,2,595.25,4,3,3,433,Others
21,4,1910.01,4,4,4,444,Others
24,3,4628.75,4,3,5,435,Others
8,3,176.63,5,3,1,531,Recent
213,1,426.6,1,1,2,112,Others
9,6,911.26,5,5,3,553,Loyal
11,5,2314.65,5,4,5,545,Recent
2,11,3883.25,5,5,5,555,Champions
8,9,4871.93,5,5,5,555,Champions
3,4,1046.56,5,4,4,544,Recent
40,1,166.20000000000002,3,1,1,311,Others
18,4,1305.33,4,4,4,444,Others
8,44,51527.3,5,5,5,555,Champions
8,9,3965.62,5,5,5,555,Champions
19,1,43.2,4,1,1,411,Others
117,1,640.14,2,1,3,213,Others
223,1,383.45,1,1,2,112,Others
71,3,1858.96,3,3,4,334,Others
51,2,2093.32,3,3,5,335,Others
89,6,2995.72,2,5,5,255,Big Spenders
8,9,2352.53,5,5,5,555,Champions
243,1,310.26,1,1,2,112,Others
47,6,1611.59,3,5,4,354,Others
107,1,120.0,2,1,1,211,Others
45,6,2481.13,3,5,5,355,Big Spenders
65,1,508.58000000000004,3,1,3,313,Others
207,2,477.79,1,3,2,132,Others
11,5,1530.75,5,4,4,544,Recent
115,2,605.0600000000001,2,3,3,233,Others
242,1,183.85,1,1,1,111,Lost
163,1,311.65,2,1,2,212,Others
17,7,5014.84,4,5,5,455,Big Spenders
124,2,462.65999999999997,2,3,2,232,Others
23,3,866.31,4,3,3,433,Others
68,1,415.2,3,1,2,312,Others
17,8,2552.21,4,5,5,455,Big Spenders
16,2,468.26,4,3,2,432,Others
17,4,1614.91,4,4,4,444,Others
161,2,588.22,2,3,3,233,Others
243,1,309.52,1,1,2,112,Others
219,1,134.7,1,1,1,111,Lost
45,8,2182.28,3,5,5,355,Big Spenders
21,4,668.5600000000001,4,4,3,443,Others
127,8,889.9300000000001,2,5,3,253,Others
39,1,108.97999999999999,3,1,1,311,Others
121,2,1021.58,2,3,4,234,Others
260,1,409.57,1,1,2,112,Others
10,1,133.5,5,1,1,511,Recent
274,1,282.93,1,1,2,112,Others
165,1,51.0,2,1,1,211,Others
157,4,1078.96,2,4,4,244,Others
215,1,90.6,1,1,1,111,Lost
6,2,163.62,5,3,1,531,Recent
366,1,174.4,1,1,1,111,Lost
80,2,701.23,2,3,3,233,Others
43,1,225.77,3,1,1,311,Others
19,3,912.18,4,3,3,433,Others
32,4,2128.23,4,4,5,445,Others
22,1,161.2,4,1,1,411,Others
109,8,3717.35,2,5,5,255,Big Spenders
8,16,9261.52,5,5,5,555,Champions
320,1,155.0,1,1,1,111,Lost
295,1,100.5,1,1,1,111,Lost
358,1,76.55,1,1,1,111,Lost
185,1,257.68,1,1,2,112,Others
191,2,617.05,1,3,3,133,Others
44,2,348.1,3,3,2,332,Others
52,1,202.68,3,1,1,311,Others
26,1,626.0699999999999,4,1,3,413,Others
38,3,1247.69,3,3,4,334,Others
9,3,202.11,5,3,1,531,Recent
297,1,142.4,1,1,1,111,Lost
33,3,1770.56,4,3,4,434,Others
10,8,3212.84,5,5,5,555,Champions
65,2,1043.46,3,3,4,334,Others
10,9,4652.82,5,5,5,555,Champions
218,1,67.95,1,1,1,111,Lost
2,9,3507.71,5,5,5,555,Champions
65,2,487.99,3,3,2,332,Others
3,19,2612.96,5,5,5,555,Champions
149,1,574.7,2,1,3,213,Others
4,13,4051.48,5,5,5,555,Champions
130,4,1475.81,2,4,4,244,Others
34,6,1474.32,3,5,4,354,Others
119,1,156.75,2,1,1,211,Others
107,6,2157.73,2,5,5,255,Big Spenders
11,7,2606.53,5,5,5,555,Champions
71,6,2059.4500000000003,3,5,5,355,Big Spenders
92,9,1105.07,2,5,4,254,Others
311,1,1063.0,1,1,4,114,Others
43,2,770.03,3,3,3,333,Others
362,1,122.7,1,1,1,111,Lost
92,7,1496.98,2,5,4,254,Others
1,13,5900.28,5,5,5,555,Champions
22,2,490.22,4,3,3,433,Others
4,3,1937.25,5,3,4,534,Recent
11,6,1058.06,5,5,4,554,Loyal
99,1,387.52,2,1,2,212,Others
57,2,813.11,3,3,3,333,Others
1,6,4263.64,5,5,5,555,Champions
218,1,265.2,1,1,2,112,Others
18,1,322.08,4,1,2,412,Others
24,10,4481.67,4,5,5,455,Big Spenders
50,2,363.34000000000003,3,3,2,332,Others
7,5,1244.83,5,4,4,544,Recent
303,1,470.36,1,1,2,112,Others
10,6,2255.51,5,5,5,555,Champions
22,6,1372.8,4,5,4,454,Others
99,1,89.06,2,1,1,211,Others
366,1,63.0,1,1,1,111,Lost
306,1,131.9,1,1,1,111,Lost
320,1,2661.24,1,1,5,115,Others
8,5,2357.6800000000003,5,4,5,545,Recent
1,4,1712.89,5,4,4,544,Recent
205,2,1589.82,1,3,4,134,Others
54,4,1420.2,3,4,4,344,Others
1,4,1039.58,5,4,4,544,Recent
19,5,1163.23,4,4,4,444,Others
9,2,375.35,5,3,2,532,Recent
19,4,907.1,4,4,3,443,Others
181,3,483.25,1,3,2,132,Others
60,2,662.59,3,3,3,333,Others
11,2,264.44,5,3,2,532,Recent
190,1,119.93,1,1,1,111,Lost
5,9,3062.4,5,5,5,555,Champions
311,1,113.64,1,1,1,111,Lost
155,1,1837.92,2,1,4,214,Others
110,3,434.34,2,3,2,232,Others
148,3,2103.06,2,3,5,235,Others
66,11,2004.02,3,5,4,354,Others
98,3,529.62,2,3,3,233,Others
247,3,1058.6200000000001,1,3,4,134,Others
29,7,2272.4,4,5,5,455,Big Spenders
18,4,598.76,4,4,3,443,Others
12,2,461.19,5,3,2,532,Recent
104,8,1936.84,2,5,4,254,Others
74,2,234.34000000000003,2,3,1,231,Others
46,1,547.66,3,1,3,313,Others
72,3,925.85,3,3,3,333,Others
257,1,215.7,1,1,1,111,Lost
20,4,1309.6,4,4,4,444,Others
254,2,316.25,1,3,2,132,Others
11,1,279.05,5,1,2,512,Recent
165,2,636.51,2,3,3,233,Others
18,6,2068.15,4,5,5,455,Big Spenders
282,1,137.1,1,1,1,111,Lost
50,1,321.92,3,1,2,312,Others
39,1,165.75,3,1,1,311,Others
27,6,1196.33,4,5,4,454,Others
68,1,1064.28,3,1,4,314,Others
207,1,463.38,1,1,2,112,Others
175,2,340.93,2,3,2,232,Others
7,5,2383.2400000000002,5,4,5,545,Recent
26,1,139.56,4,1,1,411,Others
51,2,123.8,3,3,1,331,Others
312,2,538.8100000000001,1,3,3,133,Others
309,1,475.37,1,1,2,112,Others
43,5,1957.32,3,4,4,344,Others
26,3,815.32,4,3,3,433,Others
88,3,356.85,2,3,2,232,Others
184,2,251.21,1,3,2,132,Others
20,11,2470.67,4,5,5,455,Big Spenders
3,6,3543.26,5,5,5,555,Champions
47,4,673.26,3,4,3,343,Others
17,8,5905.64,4,5,5,455,Big Spenders
17,5,2012.17,4,4,4,444,Others
24,6,1383.18,4,5,4,454,Others
22,2,276.42,4,3,2,432,Others
11,5,1314.81,5,4,4,544,Recent
188,2,275.28,1,3,2,132,Others
101,3,455.59000000000003,2,3,2,232,Others
61,3,1055.35,3,3,4,334,Others
18,6,2102.09,4,5,5,455,Big Spenders
33,2,330.45,4,3,2,432,Others
64,1,174.37,3,1,1,311,Others
2,2,270.6,5,3,2,532,Recent
24,4,974.54,4,4,4,444,Others
108,1,241.09,2,1,1,211,Others
32,9,1867.68,4,5,4,454,Others
20,9,4332.2,4,5,5,455,Big Spenders
3,55,8508.82,5,5,5,555,Champions
37,1,364.21999999999997,3,1,2,312,Others
60,3,620.04,3,3,3,333,Others
26,6,2925.91,4,5,5,455,Big Spenders
236,4,932.85,1,4,3,143,Others
25,7,1949.72,4,5,4,454,Others
3,18,4447.05,5,5,5,555,Champions
60,3,2864.19,3,3,5,335,Others
260,1,171.8,1,1,1,111,Lost
58,1,355.56,3,1,2,312,Others
65,2,388.25,3,3,2,332,Others
16,2,537.48,4,3,3,433,Others
10,3,996.26,5,3,4,534,Recent
59,8,1461.65,3,5,4,354,Others
186,1,103.25,1,1,1,111,Lost
29,16,3630.33,4,5,5,455,Big Spenders
24,2,2024.45,4,3,4,434,Others
5,5,2578.09,5,4,5,545,Recent
4,8,4007.54,5,5,5,555,Champions
151,2,652.8,2,3,3,233,Others
311,1,289.24,1,1,2,112,Others
11,2,765.62,5,3,3,533,Recent
18,2,186.23,4,3,1,431,Others
152,1,165.07,2,1,1,211,Others
19,5,859.27,4,4,3,443,Others
10,4,2381.04,5,4,5,545,Recent
57,2,324.14,3,3,2,332,Others
85,1,788.38,2,1,3,213,Others
7,22,2237.77,5,5,5,555,Champions
76,3,1080.76,2,3,4,234,Others
4,18,5074.77,5,5,5,555,Champions
96,4,3099.12,2,4,5,245,Others
111,1,1432.0,2,1,4,214,Others
57,2,1530.3600000000001,3,3,4,334,Others
1,1,227.39,5,1,1,511,Recent
281,2,218.06,1,3,1,131,Others
3,7,2832.84,5,5,5,555,Champions
180,9,1653.42,1,5,4,154,Others
372,1,35.400000000000006,1,1,1,111,Lost
13,4,859.71,5,4,3,543,Recent
3,1,168.63,5,1,1,511,Recent
17,1,138.6,4,1,1,411,Others
41,1,114.11,3,1,1,311,Others
6,5,1052.55,5,4,4,544,Recent
169,4,1042.26,2,4,4,244,Others
50,1,157.05,3,1,1,311,Others
277,1,237.36,1,1,1,111,Lost
19,9,1601.14,4,5,4,454,Others
372,1,39.75,1,1,1,111,Lost
15,4,1447.14,4,4,4,444,Others
35,3,570.46,3,3,3,333,Others
22,3,617.99,4,3,3,433,Others
7,2,379.83,5,3,2,532,Recent
20,6,1740.6,4,5,4,454,Others
11,2,883.15,5,3,3,533,Recent
44,1,221.97,3,1,1,311,Others
306,1,393.33000000000004,1,1,2,112,Others
11,1,213.96,5,1,1,511,Recent
275,1,660.0,1,1,3,113,Others
1,93,12156.65,5,5,5,555,Champions
16,14,16569.5,4,5,5,455,Big Spenders
4,4,1785.15,5,4,4,544,Recent
72,4,601.56,3,4,3,343,Others
243,3,406.08000000000004,1,3,2,132,Others
9,3,553.44,5,3,3,533,Recent
246,1,394.44,1,1,2,112,Others
206,2,412.78000000000003,1,3,2,132,Others
1,5,1788.3600000000001,5,4,4,544,Recent
185,1,320.58000000000004,1,1,2,112,Others
32,5,889.25,4,4,3,443,Others
57,2,225.85,3,3,1,331,Others
196,2,899.63,1,3,3,133,Others
24,4,2791.27,4,4,5,445,Others
91,2,671.96,2,3,3,233,Others
4,2,959.01,5,3,4,534,Recent
51,3,1006.98,3,3,4,334,Others
263,1,114.56,1,1,1,111,Lost
266,1,344.90000000000003,1,1,2,112,Others
36,2,609.85,3,3,3,333,Others
51,1,443.6,3,1,2,312,Others
52,6,2984.49,3,5,5,355,Big Spenders
24,6,2125.08,4,5,5,455,Big Spenders
22,1,110.46,4,1,1,411,Others
59,1,96.12,3,1,1,311,Others
170,2,693.8100000000001,2,3,3,233,Others
68,2,830.76,3,3,3,333,Others
157,2,597.09,2,3,3,233,Others
2,73,280206.02,5,5,5,555,Champions
201,1,243.22,1,1,1,111,Lost
5,4,1417.29,5,4,4,544,Recent
67,2,654.6,3,3,3,333,Others
77,1,114.18,2,1,1,211,Others
1,7,1947.55,5,5,4,554,Loyal
8,4,1932.23,5,4,4,544,Recent
169,2,291.05,2,3,2,232,Others
18,4,848.22,4,4,3,443,Others
5,2,247.15,5,3,1,531,Recent
9,9,2529.93,5,5,5,555,Champions
87,2,285.74,2,3,2,232,Others
27,1,107.95,4,1,1,411,Others
29,4,771.17,4,4,3,443,Others
20,2,637.89,4,3,3,433,Others
61,5,1835.7,3,4,4,344,Others
24,1,195.25,4,1,1,411,Others
11,25,9241.2,5,5,5,555,Champions
242,3,1269.99,1,3,4,134,Others
280,2,411.53,1,3,2,132,Others
235,2,765.55,1,3,3,133,Others
3,5,1736.4,5,4,4,544,Recent
16,1,604.75,4,1,3,413,Others
31,6,2548.2400000000002,4,5,5,455,Big Spenders
25,16,28754.11,4,5,5,455,Big Spenders
71,3,498.95,3,3,3,333,Others
188,2,52.0,1,3,1,131,Others
26,5,1236.28,4,4,4,444,Others
107,1,628.38,2,1,3,213,Others
8,21,5630.87,5,5,5,555,Champions
209,1,112.8,1,1,1,111,Lost
44,2,371.7,3,3,2,332,Others
31,5,2114.33,4,4,5,445,Others
137,4,591.55,2,4,3,243,Others
265,1,172.9,1,1,1,111,Lost
4,7,2078.95,5,5,5,555,Champions
218,2,188.60999999999999,1,3,1,131,Others
2,5,1250.76,5,4,4,544,Recent
214,1,109.13000000000001,1,1,1,111,Lost
32,3,2235.3,4,3,5,435,Others
11,9,2549.37,5,5,5,555,Champions
1,17,3292.14,5,5,5,555,Champions
15,1,318.17,4,1,2,412,Others
11,9,1546.91,5,5,4,554,Loyal
199,1,179.0,1,1,1,111,Lost
3,3,1126.37,5,3,4,534,Recent
15,13,4921.04,4,5,5,455,Big Spenders
14,4,606.13,4,4,3,443,Others
10,11,2868.8,5,5,5,555,Champions
29,3,917.07,4,3,3,433,Others
9,11,2666.36,5,5,5,555,Champions
24,1,160.19,4,1,1,411,Others
25,4,867.38,4,4,3,443,Others
43,2,329.68,3,3,2,332,Others
2,5,1602.13,5,4,4,544,Recent
6,3,663.81,5,3,3,533,Recent
147,1,187.92000000000002,2,1,1,211,Others
10,6,1158.3,5,5,4,554,Loyal
25,1,718.08,4,1,3,413,Others
274,1,268.58,1,1,2,112,Others
374,1,313.49,1,1,2,112,Others
1,8,2005.06,5,5,4,554,Loyal
47,3,380.02,3,3,2,332,Others
8,8,2702.4900000000002,5,5,5,555,Champions
16,12,9585.91,4,5,5,455,Big Spenders
4,32,6065.69,5,5,5,555,Champions
4,3,1164.55,5,3,4,534,Recent
43,7,1314.45,3,5,4,354,Others
4,7,3902.28,5,5,5,555,Champions
197,3,1448.21,1,3,4,134,Others
12,6,1400.34,5,5,4,554,Loyal
16,7,1099.98,4,5,4,454,Others
113,5,1220.26,2,4,4,244,Others
249,1,328.2,1,1,2,112,Others
29,5,1415.75,4,4,4,444,Others
44,1,389.64,3,1,2,312,Others
87,1,563.15,2,1,3,213,Others
45,2,638.05,3,3,3,333,Others
10,11,5010.28,5,5,5,555,Champions
15,1,738.96,4,1,3,413,Others
75,1,420.5,2,1,2,212,Others
145,4,1484.06,2,4,4,244,Others
5,3,1625.97,5,3,4,534,Recent
297,1,89.2,1,1,1,111,Lost
59,2,255.9,3,3,2,332,Others
264,1,300.52,1,1,2,112,Others
47,1,278.3,3,1,2,312,Others
29,3,254.11,4,3,2,432,Others
8,6,2473.37,5,5,5,555,Champions
17,2,192.60000000000002,4,3,1,431,Others
3,8,10674.75,5,5,5,555,Champions
232,2,876.42,1,3,3,133,Others
112,1,139.26,2,1,1,211,Others
58,3,1011.9,3,3,4,334,Others
51,11,2538.3,3,5,5,355,Big Spenders
127,2,730.86,2,3,3,233,Others
281,3,386.15,1,3,2,132,Others
55,2,447.68,3,3,2,332,Others
320,1,200.10000000000002,1,1,1,111,Lost
26,2,289.99,4,3,2,432,Others
10,2,77.4,5,3,1,531,Recent
7,2,679.4399999999999,5,3,3,533,Recent
29,1,197.64,4,1,1,411,Others
17,4,745.06,4,4,3,443,Others
64,1,6.2,3,1,1,311,Others
21,1,228.99,4,1,1,411,Others
3,7,1319.91,5,5,4,554,Loyal
166,1,131.45000000000002,2,1,1,211,Others
1,17,8022.49,5,5,5,555,Champions
53,3,173.74,3,3,1,331,Others
51,1,157.7,3,1,1,311,Others
48,12,4339.74,3,5,5,355,Big Spenders
61,1,193.14,3,1,1,311,Others
162,3,845.55,2,3,3,233,Others
9,1,353.27,5,1,2,512,Recent
15,4,554.65,4,4,3,443,Others
75,1,193.39000000000001,2,1,1,211,Others
40,8,2741.17,3,5,5,355,Big Spenders
41,11,2087.88,3,5,5,355,Big Spenders
370,2,155.43,1,3,1,131,Others
37,2,778.5,3,3,3,333,Others
197,1,271.85,1,1,2,112,Others
200,2,1110.34,1,3,4,134,Others
74,3,657.8,2,3,3,233,Others
64,2,272.07,3,3,2,332,Others
21,4,507.29,4,4,3,443,Others
367,1,48.800000000000004,1,1,1,111,Lost
180,3,321.43,1,3,2,132,Others
10,4,1127.71,5,4,4,544,Recent
4,12,2226.91,5,5,5,555,Champions
197,3,2139.76,1,3,5,135,Others
29,4,697.55,4,4,3,443,Others
53,1,197.13,3,1,1,311,Others
18,6,1720.3,4,5,4,454,Others
10,3,102.44999999999999,5,3,1,531,Recent
90,4,1649.5,2,4,4,244,Others
268,1,62.85,1,1,1,111,Lost
53,6,3295.76,3,5,5,355,Big Spenders
44,4,2824.69,3,4,5,345,Others
64,4,3189.81,3,4,5,345,Others
149,1,309.4,2,1,2,212,Others
22,25,7930.54,4,5,5,455,Big Spenders
312,1,325.75,1,1,2,112,Others
23,2,511.35,4,3,3,433,Others
58,6,2836.69,3,5,5,355,Big Spenders
24,2,475.8,4,3,2,432,Others
78,7,2759.83,2,5,5,255,Big Spenders
119,2,645.65,2,3,3,233,Others
36,3,1311.3799999999999,3,3,4,334,Others
60,2,1173.12,3,3,4,334,Others
13,4,1353.74,5,4,4,544,Recent
19,1,170.32,4,1,1,411,Others
52,1,125.79,3,1,1,311,Others
26,2,841.1999999999999,4,3,3,433,Others
29,1,266.76,4,1,2,412,Others
7,2,52.2,5,3,1,531,Recent
11,12,14389.9,5,5,5,555,Champions
186,3,710.28,1,3,3,133,Others
3,8,2953.59,5,5,5,555,Champions
9,2,725.7,5,3,3,533,Recent
262,1,327.25,1,1,2,112,Others
3,4,522.38,5,4,3,543,Recent
210,1,519.68,1,1,3,113,Others
108,2,1465.3200000000002,2,3,4,234,Others
13,9,1485.54,5,5,4,554,Loyal
77,3,706.19,2,3,3,233,Others
20,1,255.4,4,1,2,412,Others
27,2,589.7,4,3,3,433,Others
19,6,761.59,4,5,3,453,Others
132,1,765.3199999999999,2,1,3,213,Others
253,1,364.8,1,1,2,112,Others
79,1,1862.0,2,1,4,214,Others
207,1,369.2,1,1,2,112,Others
336,1,135.9,1,1,1,111,Lost
254,1,125.65,1,1,1,111,Lost
148,2,554.38,2,3,3,233,Others
10,2,1237.8500000000001,5,3,4,534,Recent
85,1,655.75,2,1,3,213,Others
8,20,11138.710000000001,5,5,5,555,Champions
205,2,468.77000000000004,1,3,2,132,Others
8,4,1366.38,5,4,4,544,Recent
23,6,1303.52,4,5,4,454,Others
11,9,1421.29,5,5,4,554,Loyal
26,1,332.66,4,1,2,412,Others
21,5,2810.63,4,4,5,445,Others
2,2,1025.44,5,3,4,534,Recent
158,2,616.15,2,3,3,233,Others
3,7,3501.1,5,5,5,555,Champions
74,1,277.8,2,1,2,212,Others
3,4,434.35,5,4,2,542,Recent
1,201,143825.06,5,5,5,555,Champions
17,2,867.85,4,3,3,433,Others
36,4,1227.43,3,4,4,344,Others
91,2,307.48,2,3,2,232,Others
71,4,1268.98,3,4,4,344,Others
116,2,1610.15,2,3,4,234,Others
213,2,977.77,1,3,4,134,Others
30,2,1316.07,4,3,4,434,Others
51,1,749.1,3,1,3,313,Others
246,1,310.05,1,1,2,112,Others
32,1,223.88,4,1,1,411,Others
109,3,2372.86,2,3,5,235,Others
5,5,1257.68,5,4,4,544,Recent
366,1,363.53,1,1,2,112,Others
82,2,1890.94,2,3,4,234,Others
297,1,1784.71,1,1,4,114,Others
34,8,8137.02,3,5,5,355,Big Spenders
57,3,1621.88,3,3,4,334,Others
30,12,5900.25,4,5,5,455,Big Spenders
14,1,100.9,4,1,1,411,Others
72,2,290.82,3,3,2,332,Others
23,6,1101.97,4,5,4,454,Others
19,1,371.2,4,1,2,412,Others
79,1,311.69,2,1,2,212,Others
60,11,8099.49,3,5,5,355,Big Spenders
25,1,289.82,4,1,2,412,Others
12,1,336.17,5,1,2,512,Recent
253,1,58.49,1,1,1,111,Lost
147,3,499.68,2,3,3,233,Others
64,4,695.42,3,4,3,343,Others
8,2,221.27,5,3,1,531,Recent
11,9,7044.68,5,5,5,555,Champions
271,1,126.7,1,1,1,111,Lost
10,5,1487.8,5,4,4,544,Recent
247,1,206.21,1,1,1,111,Lost
96,2,599.0,2,3,3,233,Others
15,1,191.32,4,1,1,411,Others
50,1,463.8,3,1,2,312,Others
30,1,147.59,4,1,1,411,Others
68,4,1592.06,3,4,4,344,Others
35,3,1116.57,3,3,4,334,Others
128,1,114.77,2,1,1,211,Others
107,3,1314.45,2,3,4,234,Others
37,1,114.39,3,1,1,311,Others
57,1,279.94,3,1,2,312,Others
57,7,790.86,3,5,3,353,Others
72,5,1931.42,3,4,4,344,Others
246,1,102.12,1,1,1,111,Lost
19,2,213.27,4,3,1,431,Others
198,2,296.75,1,3,2,132,Others
16,2,326.4,4,3,2,432,Others
212,1,334.54,1,1,2,112,Others
39,2,233.23000000000002,3,3,1,331,Others
46,3,546.1999999999999,3,3,3,333,Others
170,2,429.87,2,3,2,232,Others
48,1,490.52,3,1,3,313,Others
116,4,1641.76,2,4,4,244,Others
147,1,1246.32,2,1,4,214,Others
16,28,6316.57,4,5,5,455,Big Spenders
51,1,502.09,3,1,3,313,Others
159,1,156.91,2,1,1,211,Others
12,3,1261.78,5,3,4,534,Recent
36,1,308.94,3,1,2,312,Others
54,2,423.04,3,3,2,332,Others
43,2,260.17,3,3,2,332,Others
173,1,170.04,2,1,1,211,Others
34,1,125.58,3,1,1,311,Others
39,3,496.21000000000004,3,3,3,333,Others
267,1,266.0,1,1,2,112,Others
9,9,1914.82,5,5,4,554,Loyal
12,4,905.04,5,4,3,543,Recent
3,11,6802.76,5,5,5,555,Champions
10,10,1661.33,5,5,4,554,Loyal
33,1,377.01,4,1,2,412,Others
80,3,469.0,2,3,2,232,Others
31,4,1066.1499999999999,4,4,4,444,Others
8,4,627.13,5,4,3,543,Recent
72,2,518.28,3,3,3,333,Others
4,4,668.14,5,4,3,543,Recent
256,3,4959.1,1,3,5,135,Others
5,10,2586.67,5,5,5,555,Champions
16,8,4308.61,4,5,5,455,Big Spenders
90,1,252.73000000000002,2,1,2,212,Others
72,3,465.55,3,3,2,332,Others
59,6,705.49,3,5,3,353,Others
10,47,19914.44,5,5,5,555,Champions
170,1,180.35,2,1,1,211,Others
199,1,135.93,1,1,1,111,Lost
31,1,537.0,4,1,3,413,Others
19,17,7700.2300000000005,4,5,5,455,Big Spenders
152,2,735.66,2,3,3,233,Others
9,15,5213.7699999999995,5,5,5,555,Champions
270,1,343.62,1,1,2,112,Others
65,4,384.05,3,4,2,342,Others
274,1,121.17000000000002,1,1,1,111,Lost
25,3,1782.09,4,3,4,434,Others
23,3,1391.61,4,3,4,434,Others
319,1,215.78,1,1,1,111,Lost
5,3,697.79,5,3,3,533,Recent
12,2,302.1,5,3,2,532,Recent
275,2,1489.5,1,3,4,134,Others
25,11,2124.9900000000002,4,5,5,455,Big Spenders
41,9,1337.72,3,5,4,354,Others
8,4,303.09,5,4,2,542,Recent
4,48,54534.14,5,5,5,555,Champions
71,4,987.86,3,4,4,344,Others
213,1,370.79999999999995,1,1,2,112,Others
38,4,3158.13,3,4,5,345,Others
53,1,893.59,3,1,3,313,Others
78,3,1744.76,2,3,4,234,Others
46,2,553.36,3,3,3,333,Others
179,1,1109.53,2,1,4,214,Others
373,1,106.2,1,1,1,111,Lost
94,2,982.07,2,3,4,234,Others
10,3,1043.41,5,3,4,534,Recent
105,1,748.87,2,1,3,213,Others
78,1,773.03,2,1,3,213,Others
173,1,880.85,2,1,3,213,Others
7,32,9743.11,5,5,5,555,Champions
213,4,895.61,1,4,3,143,Others
22,5,504.8,4,4,3,443,Others
257,1,88.2,1,1,1,111,Lost
282,1,306.94,1,1,2,112,Others
21,2,1160.07,4,3,4,434,Others
10,6,2420.84,5,5,5,555,Champions
308,1,381.32,1,1,2,112,Others
68,1,480.71,3,1,2,312,Others
215,2,457.81,1,3,2,132,Others
18,6,4597.02,4,5,5,455,Big Spenders
104,4,1370.6,2,4,4,244,Others
43,1,219.39000000000001,3,1,1,311,Others
4,1,248.08,5,1,1,511,Recent
182,3,39916.5,1,3,5,135,Others
84,1,410.48,2,1,2,212,Others
334,3,876.0,1,3,3,133,Others
9,2,317.53,5,3,2,532,Recent
31,2,703.36,4,3,3,433,Others
197,2,1027.44,1,3,4,134,Others
18,7,2298.93,4,5,5,455,Big Spenders
18,5,1422.52,4,4,4,444,Others
311,6,319.5,1,5,2,152,Others
142,4,1300.25,2,4,4,244,Others
246,1,484.95,1,1,2,112,Others
24,4,996.1,4,4,4,444,Others
29,3,1567.48,4,3,4,434,Others
10,3,3609.33,5,3,5,535,Recent
30,10,2760.56,4,5,5,455,Big Spenders
18,1,340.11,4,1,2,412,Others
18,4,1352.75,4,4,4,444,Others
15,5,1551.78,4,4,4,444,Others
134,1,244.8,2,1,1,211,Others
246,1,266.4,1,1,2,112,Others
134,1,358.82,2,1,2,212,Others
50,2,457.72,3,3,2,332,Others
114,3,1633.78,2,3,4,234,Others
7,2,2199.31,5,3,5,535,Recent
23,2,184.19,4,3,1,431,Others
25,15,11528.48,4,5,5,455,Big Spenders
66,1,406.53,3,1,2,312,Others
60,4,1471.0,3,4,4,344,Others
50,11,3447.4,3,5,5,355,Big Spenders
170,1,330.11,2,1,2,212,Others
18,5,977.9300000000001,4,4,4,444,Others
128,3,982.42,2,3,4,234,Others
15,8,1387.99,4,5,4,454,Others
239,1,139.05,1,1,1,111,Lost
3,4,1286.7,5,4,4,544,Recent
